year,state_po,county,candidate,party,candidatevotes,totalvotes
2004,NC,Ashe,John Kerry,democrat,4477,11823
2004,NC,Ashe,George W. Bush,republican,7292,11823
2004,NC,Ashe,Other,NA,54,11823
2004,NC,Avery,John Kerry,democrat,1805,7524
2004,NC,Avery,George W. Bush,republican,5678,7524
2004,NC,Avery,Other,NA,41,7524
2004,NC,Beaufort,John Kerry,democrat,7025,19522
2004,NC,Beaufort,George W. Bush,republican,12432,19522
2004,NC,Beaufort,Other,NA,65,19522
2004,NC,Bertie,John Kerry,democrat,4938,8032
2004,NC,Bertie,George W. Bush,republican,3057,8032
2004,NC,Bertie,Other,NA,37,8032
2004,NC,Bladen,John Kerry,democrat,6109,12313
2004,NC,Bladen,George W. Bush,republican,6174,12313
2004,NC,Bladen,Other,NA,30,12313
2004,NC,Brunswick,John Kerry,democrat,14903,37977
2004,NC,Brunswick,George W. Bush,republican,22925,37977
2004,NC,Brunswick,Other,NA,149,37977
2004,NC,Buncombe,John Kerry,democrat,51868,105013
2004,NC,Buncombe,George W. Bush,republican,52491,105013
2004,NC,Buncombe,Other,NA,654,105013
2004,NC,Burke,John Kerry,democrat,11728,30762
2004,NC,Burke,George W. Bush,republican,18922,30762
2004,NC,Burke,Other,NA,112,30762
2004,NC,Cabarrus,John Kerry,democrat,19803,60824
2004,NC,Cabarrus,George W. Bush,republican,40780,60824
2004,NC,Cabarrus,Other,NA,241,60824
2004,NC,Caldwell,John Kerry,democrat,9999,31348
2004,NC,Caldwell,George W. Bush,republican,21186,31348
2004,NC,Caldwell,Other,NA,163,31348
2004,NC,Camden,John Kerry,democrat,1339,3830
2004,NC,Camden,George W. Bush,republican,2480,3830
2004,NC,Camden,Other,NA,11,3830
2004,NC,Carteret,John Kerry,democrat,7732,25575
2004,NC,Carteret,George W. Bush,republican,17716,25575
2004,NC,Carteret,Other,NA,127,25575
2004,NC,Caswell,John Kerry,democrat,4539,9437
2004,NC,Caswell,George W. Bush,republican,4868,9437
2004,NC,Caswell,Other,NA,30,9437
2004,NC,Catawba,John Kerry,democrat,18858,58688
2004,NC,Catawba,George W. Bush,republican,39602,58688
2004,NC,Catawba,Other,NA,228,58688
2004,NC,Chatham,John Kerry,democrat,12897,25922
2004,NC,Chatham,George W. Bush,republican,12892,25922
2004,NC,Chatham,Other,NA,133,25922
2004,NC,Cherokee,John Kerry,democrat,3635,11199
2004,NC,Cherokee,George W. Bush,republican,7517,11199
2004,NC,Cherokee,Other,NA,47,11199
2004,NC,Chowan,John Kerry,democrat,2406,5386
2004,NC,Chowan,George W. Bush,republican,2967,5386
2004,NC,Chowan,Other,NA,13,5386
2004,NC,Clay,John Kerry,democrat,1628,4866
2004,NC,Clay,George W. Bush,republican,3209,4866
2004,NC,Clay,Other,NA,29,4866
2004,NC,Cleveland,John Kerry,democrat,14215,37079
2004,NC,Cleveland,George W. Bush,republican,22750,37079
2004,NC,Cleveland,Other,NA,114,37079
2004,NC,Columbus,John Kerry,democrat,10343,21191
2004,NC,Columbus,George W. Bush,republican,10773,21191
2004,NC,Columbus,Other,NA,75,21191
2004,NC,Craven,John Kerry,democrat,14019,37756
2004,NC,Craven,George W. Bush,republican,23575,37756
2004,NC,Craven,Other,NA,162,37756
2004,NC,Cumberland,John Kerry,democrat,45788,95226
2004,NC,Cumberland,George W. Bush,republican,49139,95226
2004,NC,Cumberland,Other,NA,299,95226
2004,NC,Currituck,John Kerry,democrat,2909,8976
2004,NC,Currituck,George W. Bush,republican,6013,8976
2004,NC,Currituck,Other,NA,54,8976
2004,NC,Dare,John Kerry,democrat,6136,15548
2004,NC,Dare,George W. Bush,republican,9345,15548
2004,NC,Dare,Other,NA,67,15548
2004,NC,Davidson,John Kerry,democrat,17191,59496
2004,NC,Davidson,George W. Bush,republican,42075,59496
2004,NC,Davidson,Other,NA,230,59496
2004,NC,Davie,John Kerry,democrat,4233,16680
2004,NC,Davie,George W. Bush,republican,12372,16680
2004,NC,Davie,Other,NA,75,16680
2004,NC,Duplin,John Kerry,democrat,6923,16583
2004,NC,Duplin,George W. Bush,republican,9611,16583
2004,NC,Duplin,Other,NA,49,16583
2004,NC,Durham,John Kerry,democrat,74524,109651
2004,NC,Durham,George W. Bush,republican,34614,109651
2004,NC,Durham,Other,NA,513,109651
2004,NC,Edgecombe,John Kerry,democrat,12877,21079
2004,NC,Edgecombe,George W. Bush,republican,8163,21079
2004,NC,Edgecombe,Other,NA,39,21079
2004,NC,Forsyth,John Kerry,democrat,63340,139125
2004,NC,Forsyth,George W. Bush,republican,75294,139125
2004,NC,Forsyth,Other,NA,491,139125
2004,NC,Franklin,John Kerry,democrat,9286,20918
2004,NC,Franklin,George W. Bush,republican,11540,20918
2004,NC,Franklin,Other,NA,92,20918
2004,NC,Gaston,John Kerry,democrat,20254,63755
2004,NC,Gaston,George W. Bush,republican,43252,63755
2004,NC,Gaston,Other,NA,249,63755
2004,NC,Gates,John Kerry,democrat,2121,4053
2004,NC,Gates,George W. Bush,republican,1924,4053
2004,NC,Gates,Other,NA,8,4053
2004,NC,Graham,John Kerry,democrat,1272,3987
2004,NC,Graham,George W. Bush,republican,2693,3987
2004,NC,Graham,Other,NA,22,3987
2004,NC,Granville,John Kerry,democrat,9057,18601
2004,NC,Granville,George W. Bush,republican,9491,18601
2004,NC,Granville,Other,NA,53,18601
2004,NC,Greene,John Kerry,democrat,2665,6472
2004,NC,Greene,George W. Bush,republican,3800,6472
2004,NC,Greene,Other,NA,7,6472
2004,NC,Guilford,John Kerry,democrat,100042,199314
2004,NC,Guilford,George W. Bush,republican,98254,199314
2004,NC,Guilford,Other,NA,1018,199314
2004,NC,Halifax,John Kerry,democrat,11528,19647
2004,NC,Halifax,George W. Bush,republican,8088,19647
2004,NC,Halifax,Other,NA,31,19647
2004,NC,Harnett,John Kerry,democrat,11563,32571
2004,NC,Harnett,George W. Bush,republican,20922,32571
2004,NC,Harnett,Other,NA,86,32571
2004,NC,Haywood,John Kerry,democrat,11237,25932
2004,NC,Haywood,George W. Bush,republican,14545,25932
2004,NC,Haywood,Other,NA,150,25932
2004,NC,Henderson,John Kerry,democrat,15003,43234
2004,NC,Henderson,George W. Bush,republican,28025,43234
2004,NC,Henderson,Other,NA,206,43234
2004,NC,Hertford,John Kerry,democrat,5141,8132
2004,NC,Hertford,George W. Bush,republican,2942,8132
2004,NC,Hertford,Other,NA,49,8132
2004,NC,Hoke,John Kerry,democrat,5794,11088
2004,NC,Hoke,George W. Bush,republican,5257,11088
2004,NC,Hoke,Other,NA,37,11088
2004,NC,Hyde,John Kerry,democrat,1048,2293
2004,NC,Hyde,George W. Bush,republican,1235,2293
2004,NC,Hyde,Other,NA,10,2293
2004,NC,Iredell,John Kerry,democrat,18065,56973
2004,NC,Iredell,George W. Bush,republican,38675,56973
2004,NC,Iredell,Other,NA,233,56973
2004,NC,Jackson,John Kerry,democrat,6737,14174
2004,NC,Jackson,George W. Bush,republican,7351,14174
2004,NC,Jackson,Other,NA,86,14174
2004,NC,Johnston,John Kerry,democrat,17266,54357
2004,NC,Johnston,George W. Bush,republican,36903,54357
2004,NC,Johnston,Other,NA,188,54357
2004,NC,Jones,John Kerry,democrat,1893,4513
2004,NC,Jones,George W. Bush,republican,2607,4513
2004,NC,Jones,Other,NA,13,4513
2004,NC,Lee,John Kerry,democrat,7657,19543
2004,NC,Lee,George W. Bush,republican,11834,19543
2004,NC,Lee,Other,NA,52,19543
2004,NC,Lenoir,John Kerry,democrat,10207,23179
2004,NC,Lenoir,George W. Bush,republican,12939,23179
2004,NC,Lenoir,Other,NA,33,23179
2004,NC,Lincoln,John Kerry,democrat,9434,29579
2004,NC,Lincoln,George W. Bush,republican,20052,29579
2004,NC,Lincoln,Other,NA,93,29579
2004,NC,McDowell,John Kerry,democrat,5330,16002
2004,NC,McDowell,George W. Bush,republican,10590,16002
2004,NC,McDowell,Other,NA,82,16002
2004,NC,Macon,John Kerry,democrat,5489,15024
2004,NC,Macon,George W. Bush,republican,9448,15024
2004,NC,Macon,Other,NA,87,15024
2004,NC,Madison,John Kerry,democrat,4234,9463
2004,NC,Madison,George W. Bush,republican,5175,9463
2004,NC,Madison,Other,NA,54,9463
2004,NC,Martin,John Kerry,democrat,5102,10452
2004,NC,Martin,George W. Bush,republican,5334,10452
2004,NC,Martin,Other,NA,16,10452
2004,NC,Mecklenburg,John Kerry,democrat,166828,323102
2004,NC,Mecklenburg,George W. Bush,republican,155084,323102
2004,NC,Mecklenburg,Other,NA,1190,323102
2004,NC,Mitchell,John Kerry,democrat,2080,7798
2004,NC,Mitchell,George W. Bush,republican,5686,7798
2004,NC,Mitchell,Other,NA,32,7798
2004,NC,Montgomery,John Kerry,democrat,4313,10080
2004,NC,Montgomery,George W. Bush,republican,5745,10080
2004,NC,Montgomery,Other,NA,22,10080
2004,NC,Moore,John Kerry,democrat,13555,38382
2004,NC,Moore,George W. Bush,republican,24714,38382
2004,NC,Moore,Other,NA,113,38382
2004,NC,Nash,John Kerry,democrat,15693,37673
2004,NC,Nash,George W. Bush,republican,21902,37673
2004,NC,Nash,Other,NA,78,37673
2004,NC,New Hanover,John Kerry,democrat,35572,81247
2004,NC,New Hanover,George W. Bush,republican,45351,81247
2004,NC,New Hanover,Other,NA,324,81247
2004,NC,Northampton,John Kerry,democrat,5584,8770
2004,NC,Northampton,George W. Bush,republican,3176,8770
2004,NC,Northampton,Other,NA,10,8770
2004,NC,Onslow,John Kerry,democrat,11250,37277
2004,NC,Onslow,George W. Bush,republican,25890,37277
2004,NC,Onslow,Other,NA,137,37277
2004,NC,Orange,John Kerry,democrat,42910,64153
2004,NC,Orange,George W. Bush,republican,20771,64153
2004,NC,Orange,Other,NA,472,64153
2004,NC,Pamlico,John Kerry,democrat,2335,6038
2004,NC,Pamlico,George W. Bush,republican,3679,6038
2004,NC,Pamlico,Other,NA,24,6038
2004,NC,Pasquotank,John Kerry,democrat,6984,13648
2004,NC,Pasquotank,George W. Bush,republican,6609,13648
2004,NC,Pasquotank,Other,NA,55,13648
2004,NC,Pender,John Kerry,democrat,6999,17085
2004,NC,Pender,George W. Bush,republican,10037,17085
2004,NC,Pender,Other,NA,49,17085
2004,NC,Perquimans,John Kerry,democrat,1971,4958
2004,NC,Perquimans,George W. Bush,republican,2965,4958
2004,NC,Perquimans,Other,NA,22,4958
2004,NC,Person,John Kerry,democrat,6198,15214
2004,NC,Person,George W. Bush,republican,8973,15214
2004,NC,Person,Other,NA,43,15214
2004,NC,Pitt,John Kerry,democrat,24924,53643
2004,NC,Pitt,George W. Bush,republican,28590,53643
2004,NC,Pitt,Other,NA,129,53643
2004,NC,Polk,John Kerry,democrat,3787,9021
2004,NC,Polk,George W. Bush,republican,5140,9021
2004,NC,Polk,Other,NA,94,9021
2004,NC,Randolph,John Kerry,democrat,12966,50910
2004,NC,Randolph,George W. Bush,republican,37771,50910
2004,NC,Randolph,Other,NA,173,50910
2004,NC,Richmond,John Kerry,democrat,8383,16145
2004,NC,Richmond,George W. Bush,republican,7709,16145
2004,NC,Richmond,Other,NA,53,16145
2004,NC,Robeson,John Kerry,democrat,17868,33871
2004,NC,Robeson,George W. Bush,republican,15909,33871
2004,NC,Robeson,Other,NA,94,33871
2004,NC,Rockingham,John Kerry,democrat,14430,37388
2004,NC,Rockingham,George W. Bush,republican,22840,37388
2004,NC,Rockingham,Other,NA,118,37388
2004,NC,Rowan,John Kerry,democrat,16735,51867
2004,NC,Rowan,George W. Bush,republican,34915,51867
2004,NC,Rowan,Other,NA,217,51867
2004,NC,Rutherford,John Kerry,democrat,8184,24658
2004,NC,Rutherford,George W. Bush,republican,16343,24658
2004,NC,Rutherford,Other,NA,131,24658
2004,NC,Sampson,John Kerry,democrat,9649,22288
2004,NC,Sampson,George W. Bush,republican,12600,22288
2004,NC,Sampson,Other,NA,39,22288
2004,NC,Scotland,John Kerry,democrat,6386,11547
2004,NC,Scotland,George W. Bush,republican,5141,11547
2004,NC,Scotland,Other,NA,20,11547
2004,NC,Stanly,John Kerry,democrat,7650,25553
2004,NC,Stanly,George W. Bush,republican,17814,25553
2004,NC,Stanly,Other,NA,89,25553
2004,NC,Stokes,John Kerry,democrat,5767,19414
2004,NC,Stokes,George W. Bush,republican,13583,19414
2004,NC,Stokes,Other,NA,64,19414
2004,NC,Surry,John Kerry,democrat,8304,25992
2004,NC,Surry,George W. Bush,republican,17587,25992
2004,NC,Surry,Other,NA,101,25992
2004,NC,Swain,John Kerry,democrat,2419,5044
2004,NC,Swain,George W. Bush,republican,2593,5044
2004,NC,Swain,Other,NA,32,5044
2004,NC,Transylvania,John Kerry,democrat,6097,15588
2004,NC,Transylvania,George W. Bush,republican,9386,15588
2004,NC,Transylvania,Other,NA,105,15588
2004,NC,Tyrrell,John Kerry,democrat,731,1590
2004,NC,Tyrrell,George W. Bush,republican,855,1590
2004,NC,Tyrrell,Other,NA,4,1590
2004,NC,Union,John Kerry,democrat,17974,61001
2004,NC,Union,George W. Bush,republican,42820,61001
2004,NC,Union,Other,NA,207,61001
2004,NC,Vance,John Kerry,democrat,8762,15677
2004,NC,Vance,George W. Bush,republican,6884,15677
2004,NC,Vance,Other,NA,31,15677
2004,NC,Wake,John Kerry,democrat,169909,348844
2004,NC,Wake,George W. Bush,republican,177324,348844
2004,NC,Wake,Other,NA,1611,348844
2004,NC,Warren,John Kerry,democrat,5171,8027
2004,NC,Warren,George W. Bush,republican,2840,8027
2004,NC,Warren,Other,NA,16,8027
2004,NC,Washington,John Kerry,democrat,2969,5471
2004,NC,Washington,George W. Bush,republican,2484,5471
2004,NC,Washington,Other,NA,18,5471
2004,NC,Watauga,John Kerry,democrat,11232,24050
2004,NC,Watauga,George W. Bush,republican,12659,24050
2004,NC,Watauga,Other,NA,159,24050
2004,NC,Wayne,John Kerry,democrat,15076,40046
2004,NC,Wayne,George W. Bush,republican,24883,40046
2004,NC,Wayne,Other,NA,87,40046
2004,NC,Wilkes,John Kerry,democrat,7862,27154
2004,NC,Wilkes,George W. Bush,republican,19197,27154
2004,NC,Wilkes,Other,NA,95,27154
2004,NC,Wilson,John Kerry,democrat,14206,30535
2004,NC,Wilson,George W. Bush,republican,16264,30535
2004,NC,Wilson,Other,NA,65,30535
2004,NC,Yadkin,John Kerry,democrat,3451,15313
2004,NC,Yadkin,George W. Bush,republican,11816,15313
2004,NC,Yadkin,Other,NA,46,15313
2004,NC,Yancey,John Kerry,democrat,4434,9431
2004,NC,Yancey,George W. Bush,republican,4940,9431
2004,NC,Yancey,Other,NA,57,9431
2004,ND,Adams,John Kerry,democrat,353,1291
2004,ND,Adams,George W. Bush,republican,915,1291
2004,ND,Adams,Other,NA,23,1291
2004,ND,Barnes,John Kerry,democrat,2186,5813
2004,ND,Barnes,George W. Bush,republican,3541,5813
2004,ND,Barnes,Other,NA,86,5813
2004,ND,Benson,John Kerry,democrat,1196,2246
2004,ND,Benson,George W. Bush,republican,1002,2246
2004,ND,Benson,Other,NA,48,2246
2004,ND,Billings,John Kerry,democrat,99,564
2004,ND,Billings,George W. Bush,republican,449,564
2004,ND,Billings,Other,NA,16,564
2004,ND,Bottineau,John Kerry,democrat,1168,3674
2004,ND,Bottineau,George W. Bush,republican,2468,3674
2004,ND,Bottineau,Other,NA,38,3674
2004,ND,Bowman,John Kerry,democrat,397,1716
2004,ND,Bowman,George W. Bush,republican,1280,1716
2004,ND,Bowman,Other,NA,39,1716
2004,ND,Burke,John Kerry,democrat,336,1165
2004,ND,Burke,George W. Bush,republican,808,1165
2004,ND,Burke,Other,NA,21,1165
2004,ND,Burleigh,John Kerry,democrat,11621,38814
2004,ND,Burleigh,George W. Bush,republican,26577,38814
2004,ND,Burleigh,Other,NA,616,38814
2004,ND,Cass,John Kerry,democrat,26010,66711
2004,ND,Cass,George W. Bush,republican,39619,66711
2004,ND,Cass,Other,NA,1082,66711
2004,ND,Cavalier,John Kerry,democrat,887,2444
2004,ND,Cavalier,George W. Bush,republican,1522,2444
2004,ND,Cavalier,Other,NA,35,2444
2004,ND,Dickey,John Kerry,democrat,883,2821
2004,ND,Dickey,George W. Bush,republican,1890,2821
2004,ND,Dickey,Other,NA,48,2821
2004,ND,Divide,John Kerry,democrat,487,1268
2004,ND,Divide,George W. Bush,republican,751,1268
2004,ND,Divide,Other,NA,30,1268
2004,ND,Dunn,John Kerry,democrat,571,1774
2004,ND,Dunn,George W. Bush,republican,1178,1774
2004,ND,Dunn,Other,NA,25,1774
2004,ND,Eddy,John Kerry,democrat,534,1213
2004,ND,Eddy,George W. Bush,republican,655,1213
2004,ND,Eddy,Other,NA,24,1213
2004,ND,Emmons,John Kerry,democrat,611,2113
2004,ND,Emmons,George W. Bush,republican,1449,2113
2004,ND,Emmons,Other,NA,53,2113
2004,ND,Foster,John Kerry,democrat,518,1766
2004,ND,Foster,George W. Bush,republican,1219,1766
2004,ND,Foster,Other,NA,29,1766
2004,ND,Golden Valley,John Kerry,democrat,195,927
2004,ND,Golden Valley,George W. Bush,republican,719,927
2004,ND,Golden Valley,Other,NA,13,927
2004,ND,Grand Forks,John Kerry,democrat,12646,30470
2004,ND,Grand Forks,George W. Bush,republican,17298,30470
2004,ND,Grand Forks,Other,NA,526,30470
2004,ND,Grant,John Kerry,democrat,264,1242
2004,ND,Grant,George W. Bush,republican,952,1242
2004,ND,Grant,Other,NA,26,1242
2004,ND,Griggs,John Kerry,democrat,505,1439
2004,ND,Griggs,George W. Bush,republican,907,1439
2004,ND,Griggs,Other,NA,27,1439
2004,ND,Hettinger,John Kerry,democrat,405,1494
2004,ND,Hettinger,George W. Bush,republican,1044,1494
2004,ND,Hettinger,Other,NA,45,1494
2004,ND,Kidder,John Kerry,democrat,433,1369
2004,ND,Kidder,George W. Bush,republican,902,1369
2004,ND,Kidder,Other,NA,34,1369
2004,ND,LaMoure,John Kerry,democrat,712,2335
2004,ND,LaMoure,George W. Bush,republican,1592,2335
2004,ND,LaMoure,Other,NA,31,2335
2004,ND,Logan,John Kerry,democrat,265,1130
2004,ND,Logan,George W. Bush,republican,844,1130
2004,ND,Logan,Other,NA,21,1130
2004,ND,McHenry,John Kerry,democrat,1030,2820
2004,ND,McHenry,George W. Bush,republican,1744,2820
2004,ND,McHenry,Other,NA,46,2820
2004,ND,McIntosh,John Kerry,democrat,436,1722
2004,ND,McIntosh,George W. Bush,republican,1254,1722
2004,ND,McIntosh,Other,NA,32,1722
2004,ND,McKenzie,John Kerry,democrat,847,2762
2004,ND,McKenzie,George W. Bush,republican,1897,2762
2004,ND,McKenzie,Other,NA,18,2762
2004,ND,McLean,John Kerry,democrat,1664,4750
2004,ND,McLean,George W. Bush,republican,3014,4750
2004,ND,McLean,Other,NA,72,4750
2004,ND,Mercer,John Kerry,democrat,1245,4617
2004,ND,Mercer,George W. Bush,republican,3285,4617
2004,ND,Mercer,Other,NA,87,4617
2004,ND,Morton,John Kerry,democrat,4073,12633
2004,ND,Morton,George W. Bush,republican,8325,12633
2004,ND,Morton,Other,NA,235,12633
2004,ND,Mountrail,John Kerry,democrat,1465,3030
2004,ND,Mountrail,George W. Bush,republican,1527,3030
2004,ND,Mountrail,Other,NA,38,3030
2004,ND,Nelson,John Kerry,democrat,778,1922
2004,ND,Nelson,George W. Bush,republican,1107,1922
2004,ND,Nelson,Other,NA,37,1922
2004,ND,Oliver,John Kerry,democrat,310,1119
2004,ND,Oliver,George W. Bush,republican,790,1119
2004,ND,Oliver,Other,NA,19,1119
2004,ND,Pembina,John Kerry,democrat,1321,3856
2004,ND,Pembina,George W. Bush,republican,2466,3856
2004,ND,Pembina,Other,NA,69,3856
2004,ND,Pierce,John Kerry,democrat,686,2195
2004,ND,Pierce,George W. Bush,republican,1475,2195
2004,ND,Pierce,Other,NA,34,2195
2004,ND,Ramsey,John Kerry,democrat,1885,4900
2004,ND,Ramsey,George W. Bush,republican,2943,4900
2004,ND,Ramsey,Other,NA,72,4900
2004,ND,Ransom,John Kerry,democrat,1199,2602
2004,ND,Ransom,George W. Bush,republican,1352,2602
2004,ND,Ransom,Other,NA,51,2602
2004,ND,Renville,John Kerry,democrat,497,1469
2004,ND,Renville,George W. Bush,republican,953,1469
2004,ND,Renville,Other,NA,19,1469
2004,ND,Richland,John Kerry,democrat,2821,8215
2004,ND,Richland,George W. Bush,republican,5264,8215
2004,ND,Richland,Other,NA,130,8215
2004,ND,Rolette,John Kerry,democrat,2564,4044
2004,ND,Rolette,George W. Bush,republican,1392,4044
2004,ND,Rolette,Other,NA,88,4044
2004,ND,Sargent,John Kerry,democrat,1021,2200
2004,ND,Sargent,George W. Bush,republican,1147,2200
2004,ND,Sargent,Other,NA,32,2200
2004,ND,Sheridan,John Kerry,democrat,200,944
2004,ND,Sheridan,George W. Bush,republican,727,944
2004,ND,Sheridan,Other,NA,17,944
2004,ND,Sioux,John Kerry,democrat,804,1140
2004,ND,Sioux,George W. Bush,republican,319,1140
2004,ND,Sioux,Other,NA,17,1140
2004,ND,Slope,John Kerry,democrat,89,432
2004,ND,Slope,George W. Bush,republican,335,432
2004,ND,Slope,Other,NA,8,432
2004,ND,Stark,John Kerry,democrat,3013,10400
2004,ND,Stark,George W. Bush,republican,7220,10400
2004,ND,Stark,Other,NA,167,10400
2004,ND,Steele,John Kerry,democrat,616,1213
2004,ND,Steele,George W. Bush,republican,586,1213
2004,ND,Steele,Other,NA,11,1213
2004,ND,Stutsman,John Kerry,democrat,3438,10122
2004,ND,Stutsman,George W. Bush,republican,6517,10122
2004,ND,Stutsman,Other,NA,167,10122
2004,ND,Towner,John Kerry,democrat,606,1391
2004,ND,Towner,George W. Bush,republican,754,1391
2004,ND,Towner,Other,NA,31,1391
2004,ND,Traill,John Kerry,democrat,1651,4248
2004,ND,Traill,George W. Bush,republican,2543,4248
2004,ND,Traill,Other,NA,54,4248
2004,ND,Walsh,John Kerry,democrat,1905,5186
2004,ND,Walsh,George W. Bush,republican,3194,5186
2004,ND,Walsh,Other,NA,87,5186
2004,ND,Ward,John Kerry,democrat,8236,25612
2004,ND,Ward,George W. Bush,republican,17008,25612
2004,ND,Ward,Other,NA,368,25612
2004,ND,Wells,John Kerry,democrat,858,2561
2004,ND,Wells,George W. Bush,republican,1654,2561
2004,ND,Wells,Other,NA,49,2561
2004,ND,Williams,John Kerry,democrat,2512,8929
2004,ND,Williams,George W. Bush,republican,6278,8929
2004,ND,Williams,Other,NA,139,8929
2004,OH,Adams,John Kerry,democrat,4280,11999
2004,OH,Adams,George W. Bush,republican,7653,11999
2004,OH,Adams,Other,NA,66,11999
2004,OH,Allen,John Kerry,democrat,16483,49274
2004,OH,Allen,George W. Bush,republican,32585,49274
2004,OH,Allen,Other,NA,206,49274
2004,OH,Ashland,John Kerry,democrat,8555,24920
2004,OH,Ashland,George W. Bush,republican,16171,24920
2004,OH,Ashland,Other,NA,194,24920
2004,OH,Ashtabula,John Kerry,democrat,24061,45409
2004,OH,Ashtabula,George W. Bush,republican,21039,45409
2004,OH,Ashtabula,Other,NA,309,45409
2004,OH,Athens,John Kerry,democrat,18997,30044
2004,OH,Athens,George W. Bush,republican,10847,30044
2004,OH,Athens,Other,NA,200,30044
2004,OH,Auglaize,John Kerry,democrat,5904,23031
2004,OH,Auglaize,George W. Bush,republican,17012,23031
2004,OH,Auglaize,Other,NA,115,23031
2004,OH,Belmont,John Kerry,democrat,17574,33320
2004,OH,Belmont,George W. Bush,republican,15589,33320
2004,OH,Belmont,Other,NA,157,33320
2004,OH,Brown,John Kerry,democrat,7140,19892
2004,OH,Brown,George W. Bush,republican,12647,19892
2004,OH,Brown,Other,NA,105,19892
2004,OH,Butler,John Kerry,democrat,56234,166802
2004,OH,Butler,George W. Bush,republican,109866,166802
2004,OH,Butler,Other,NA,702,166802
2004,OH,Carroll,John Kerry,democrat,6298,14110
2004,OH,Carroll,George W. Bush,republican,7695,14110
2004,OH,Carroll,Other,NA,117,14110
2004,OH,Champaign,John Kerry,democrat,6967,18775
2004,OH,Champaign,George W. Bush,republican,11718,18775
2004,OH,Champaign,Other,NA,90,18775
2004,OH,Clark,John Kerry,democrat,33534,68803
2004,OH,Clark,George W. Bush,republican,34938,68803
2004,OH,Clark,Other,NA,331,68803
2004,OH,Clermont,John Kerry,democrat,25885,89042
2004,OH,Clermont,George W. Bush,republican,62946,89042
2004,OH,Clermont,Other,NA,211,89042
2004,OH,Clinton,John Kerry,democrat,5417,18414
2004,OH,Clinton,George W. Bush,republican,12938,18414
2004,OH,Clinton,Other,NA,59,18414
2004,OH,Columbiana,John Kerry,democrat,23426,49463
2004,OH,Columbiana,George W. Bush,republican,25754,49463
2004,OH,Columbiana,Other,NA,283,49463
2004,OH,Coshocton,John Kerry,democrat,6878,16242
2004,OH,Coshocton,George W. Bush,republican,9277,16242
2004,OH,Coshocton,Other,NA,87,16242
2004,OH,Crawford,John Kerry,democrat,7773,21801
2004,OH,Crawford,George W. Bush,republican,13885,21801
2004,OH,Crawford,Other,NA,143,21801
2004,OH,Cuyahoga,John Kerry,democrat,448486,673766
2004,OH,Cuyahoga,George W. Bush,republican,221606,673766
2004,OH,Cuyahoga,Other,NA,3674,673766
2004,OH,Darke,John Kerry,democrat,7849,26317
2004,OH,Darke,George W. Bush,republican,18307,26317
2004,OH,Darke,Other,NA,161,26317
2004,OH,Defiance,John Kerry,democrat,6975,18512
2004,OH,Defiance,George W. Bush,republican,11393,18512
2004,OH,Defiance,Other,NA,144,18512
2004,OH,Delaware,John Kerry,democrat,27048,80455
2004,OH,Delaware,George W. Bush,republican,53142,80455
2004,OH,Delaware,Other,NA,265,80455
2004,OH,Erie,John Kerry,democrat,21408,40076
2004,OH,Erie,George W. Bush,republican,18601,40076
2004,OH,Erie,Other,NA,67,40076
2004,OH,Fairfield,John Kerry,democrat,24774,67855
2004,OH,Fairfield,George W. Bush,republican,42697,67855
2004,OH,Fairfield,Other,NA,384,67855
2004,OH,Fayette,John Kerry,democrat,4334,11756
2004,OH,Fayette,George W. Bush,republican,7375,11756
2004,OH,Fayette,Other,NA,47,11756
2004,OH,Franklin,John Kerry,democrat,285800,525824
2004,OH,Franklin,George W. Bush,republican,237252,525824
2004,OH,Franklin,Other,NA,2772,525824
2004,OH,Fulton,John Kerry,democrat,8224,21953
2004,OH,Fulton,George W. Bush,republican,13639,21953
2004,OH,Fulton,Other,NA,90,21953
2004,OH,Gallia,John Kerry,democrat,5364,13992
2004,OH,Gallia,George W. Bush,republican,8577,13992
2004,OH,Gallia,Other,NA,51,13992
2004,OH,Geauga,John Kerry,democrat,19840,50419
2004,OH,Geauga,George W. Bush,republican,30358,50419
2004,OH,Geauga,Other,NA,221,50419
2004,OH,Greene,John Kerry,democrat,30530,79272
2004,OH,Greene,George W. Bush,republican,48377,79272
2004,OH,Greene,Other,NA,365,79272
2004,OH,Guernsey,John Kerry,democrat,7768,17840
2004,OH,Guernsey,George W. Bush,republican,9961,17840
2004,OH,Guernsey,Other,NA,111,17840
2004,OH,Hamilton,John Kerry,democrat,199499,423634
2004,OH,Hamilton,George W. Bush,republican,222404,423634
2004,OH,Hamilton,Other,NA,1731,423634
2004,OH,Hancock,John Kerry,democrat,10343,35606
2004,OH,Hancock,George W. Bush,republican,25101,35606
2004,OH,Hancock,Other,NA,162,35606
2004,OH,Hardin,John Kerry,democrat,4889,13385
2004,OH,Hardin,George W. Bush,republican,8436,13385
2004,OH,Hardin,Other,NA,60,13385
2004,OH,Harrison,John Kerry,democrat,3780,8109
2004,OH,Harrison,George W. Bush,republican,4274,8109
2004,OH,Harrison,Other,NA,55,8109
2004,OH,Henry,John Kerry,democrat,5110,15103
2004,OH,Henry,George W. Bush,republican,9901,15103
2004,OH,Henry,Other,NA,92,15103
2004,OH,Highland,John Kerry,democrat,6194,18482
2004,OH,Highland,George W. Bush,republican,12212,18482
